time_utc,2m_temperature,2m_dewpoint_temperature,maximum_2m_temperature_since_previous_post_processing,minimum_2m_temperature_since_previous_post_processing,surface_pressure,mean_sea_level_pressure,10m_u_component_of_wind,10m_v_component_of_wind,10m_wind_gust_since_previous_post_processing,total_precipitation,convective_precipitation,large_scale_precipitation,mean_total_precipitation_rate,total_column_water_vapour,total_cloud_cover,geopotential,convective_available_potential_energy,precip_rate_mm_per_hr,precip_1h,precip_3h,precip_6h,wind_speed_10m,wind_dir_10m_deg,wind_gust_10m,wind_gust_dir_deg,morning_temp,afternoon_temp,daily_min_temp,daily_max_temp,morning_rh,afternoon_rh,daily_rh_min,daily_rh_max,dewpoint_depression_c,station_lat,station_lon,time_local,label,_target_orig,date,new_label
,269.823,273.281,276.967,278.248,,97364.062,-0.797,-0.375,5.0,-0.051,0.001,-0.001,-0.001,19.625,0.311,38571.781,1.85,-0.001,-0.053,-0.099,0.43,0.887,65.994,4.836,,280.151,294.187,,299.229,89.175,85.812,81.884,,2.585,32.915,74.055,2025-08-18 19:30:00+05:30,,2025-08-18 14:00:00,2025-08-18,0
,287.315,274.724,294.106,287.223,61796.959,99673.192,-1.107,-0.535,4.272,-0.117,0.002,0.0,-0.0,19.449,0.34,37472.777,1.633,-0.0,,-0.271,-0.08,1.222,64.391,4.205,,287.713,274.209,274.214,285.125,91.172,87.917,,100.14,2.325,32.341,,2025-08-18 20:30:00+05:30,,2025-08-18 15:00:00,2025-08-18,0
,285.582,280.687,282.014,292.007,66523.872,98892.885,-0.85,-0.277,,,,,-0.001,18.966,0.329,37427.149,,,-0.171,-0.422,-0.551,,,2.977,,288.132,296.61,286.273,287.192,,172.963,74.997,,2.429,32.96,73.923,2025-08-18 21:30:00+05:30,1.045,2025-08-18 16:00:00,2025-08-18,0
,,,,,,103429.378,-0.439,-0.143,4.373,-0.175,0.001,0.001,0.001,,0.397,36797.115,4.008,-0.001,-0.175,-0.477,-0.713,,,4.506,,271.388,,273.823,574.277,90.873,84.643,80.504,,,34.921,79.725,2025-08-18 22:30:00+05:30,0.991,2025-08-18 17:00:00,2025-08-18,0
,277.058,278.383,270.892,292.549,62025.072,98976.274,,-0.106,4.65,-0.151,-0.001,-0.001,0.0,18.427,,39411.254,2.414,-0.0,-0.15,-0.438,-0.667,0.281,69.143,4.641,,270.523,290.423,,280.33,,85.511,,102.1,,32.853,78.989,2025-08-18 23:30:00+05:30,1.018,2025-08-18 18:00:00,2025-08-18,0
,,279.248,288.745,285.415,65195.638,102219.0,-0.568,-0.25,,-0.14,0.001,0.002,0.001,18.152,0.59,,2.071,0.001,,-0.382,-0.64,0.612,,2.843,,278.364,525.374,277.776,293.015,,72.939,,,0.851,,76.539,2025-08-19 00:30:00+05:30,0.971,2025-08-18 19:00:00,2025-08-19,0
,274.405,,,265.268,66851.582,104007.993,-0.452,-0.198,3.835,-0.128,,-0.001,,20.035,0.549,36033.553,5.448,-0.001,,-0.328,-0.548,0.519,67.579,3.744,,295.611,,280.867,477.609,138.303,74.53,65.502,93.023,0.866,34.106,76.066,2025-08-19 01:30:00+05:30,1.374,2025-08-18 20:00:00,2025-08-19,0
,280.759,,,273.223,63212.769,103611.784,,-0.39,4.141,-0.134,,0.001,-0.0,18.949,0.783,37175.793,3.285,,-0.172,,-0.6,0.869,65.957,8.015,,,279.342,277.858,282.056,74.747,77.027,65.465,94.954,0.843,33.433,,2025-08-19 02:30:00+05:30,0.998,2025-08-18 21:00:00,2025-08-19,0
,271.621,273.275,,,,98930.776,-0.85,,4.246,-0.144,-0.0,0.0,-0.001,19.734,0.977,,,0.0,-0.144,,-0.616,1.044,55.852,4.09,,277.544,298.28,284.653,279.464,71.919,74.694,66.28,94.846,2.425,34.538,77.052,2025-08-19 03:30:00+05:30,0.988,2025-08-18 22:00:00,2025-08-19,0
,541.332,274.065,274.367,266.985,64268.402,97296.792,-0.962,-0.586,4.316,-0.16,-0.001,0.001,,18.341,0.829,,25.838,0.0,,,-0.69,1.107,58.784,,,268.543,288.403,,273.162,73.02,70.966,70.238,98.896,,34.39,74.033,2025-08-19 04:30:00+05:30,1.026,2025-08-18 23:00:00,2025-08-19,0
,284.228,,,288.67,,104289.86,-0.897,-0.427,4.258,-0.166,-0.0,-0.001,-0.001,18.992,0.857,38012.014,23.61,-0.001,-0.167,-0.441,,1.063,68.265,4.412,,272.073,,272.107,272.765,77.489,76.206,71.236,92.601,3.991,34.278,73.722,2025-08-19 05:30:00+05:30,1.027,2025-08-19 00:00:00,2025-08-19,0
,273.066,288.806,,267.773,66236.851,105074.998,,-0.318,4.399,-0.171,-0.0,0.001,-0.002,19.738,0.638,,,,,,-0.755,1.008,67.664,4.086,,291.429,290.704,,294.057,73.827,74.346,66.318,95.004,2.728,,,2025-08-19 06:30:00+05:30,,2025-08-19 01:00:00,2025-08-19,0
,280.166,288.925,287.116,287.654,61164.228,103719.868,-0.594,-0.14,3.768,-0.172,,0.0,-0.0,,0.559,36211.799,20.188,0.002,-0.17,-0.466,-0.765,0.657,79.419,3.639,,274.123,,269.962,289.385,72.19,71.97,68.985,92.489,3.601,32.408,79.399,2025-08-19 07:30:00+05:30,1.002,2025-08-19 02:00:00,2025-08-19,0
,273.374,290.906,290.067,275.995,63791.048,105051.151,-0.12,0.306,3.766,-0.167,,,-0.001,19.698,0.661,37903.965,12.75,0.001,,-0.435,-0.736,,,3.672,,,279.31,274.41,297.075,78.948,73.671,,99.06,4.285,31.978,79.16,2025-08-19 08:30:00+05:30,,2025-08-19 03:00:00,2025-08-19,0
,295.945,545.73,278.181,286.875,63684.211,106505.119,0.45,0.478,,-0.116,-0.0,0.001,,19.215,0.724,,,0.0,-0.121,-0.348,-0.533,0.64,213.707,5.215,,291.187,299.388,,278.001,74.243,,66.208,91.764,3.904,,77.332,2025-08-19 09:30:00+05:30,,2025-08-19 04:00:00,2025-08-19,0
,292.47,280.079,284.148,295.818,65254.303,139054.971,0.956,0.372,6.644,,0.0,-0.001,-0.0,20.886,0.625,,0.362,-0.0,-0.051,-0.171,-0.272,0.984,250.812,,,274.129,276.134,501.631,275.159,77.759,71.058,70.959,91.573,4.939,31.696,,2025-08-19 10:30:00+05:30,0.964,2025-08-19 05:00:00,2025-08-19,1
,289.38,285.628,277.367,292.817,,103756.613,1.158,,7.617,0.057,0.0,0.0,-0.0,19.78,0.482,39262.885,0.544,-0.002,0.056,0.106,,1.229,251.333,7.527,,284.373,296.396,284.164,277.655,73.727,76.943,,97.786,5.69,34.155,72.842,2025-08-19 11:30:00+05:30,0.985,2025-08-19 06:00:00,2025-08-19,1
,,293.231,,284.538,,156574.145,1.349,0.348,17.539,0.065,-0.0,0.001,,20.221,0.712,37960.055,103.748,0.002,0.068,0.199,0.342,,,8.622,,269.63,,,284.309,79.258,76.913,66.224,95.549,5.442,,74.847,2025-08-19 12:30:00+05:30,0.956,2025-08-19 07:00:00,2025-08-19,0
,285.621,271.908,282.761,284.58,,101097.076,1.325,0.375,8.694,,,0.001,-0.002,,0.739,39525.985,353.658,-0.001,0.017,0.124,0.218,1.389,264.13,8.914,,286.444,288.661,289.627,285.204,79.06,72.681,,95.694,4.739,33.338,78.512,2025-08-19 13:30:00+05:30,0.97,2025-08-19 08:00:00,2025-08-19,0
,,281.464,291.476,280.903,63460.779,99412.868,1.303,,8.58,0.048,-0.001,-0.001,0.0,20.995,0.7,39154.408,179.491,-0.0,0.049,0.174,0.41,,245.406,12.749,,292.642,276.605,273.799,282.777,72.521,118.954,67.593,90.156,4.675,32.467,75.687,2025-08-19 14:30:00+05:30,1.0,2025-08-19 09:00:00,2025-08-19,2
,,274.916,276.095,296.057,,101356.295,1.245,0.636,15.814,0.142,,0.0,,,0.856,37114.528,56.89,,0.141,0.38,0.793,1.334,237.71,8.377,,283.279,288.398,286.174,292.102,73.573,73.521,,97.705,3.692,34.964,79.166,2025-08-19 15:30:00+05:30,,2025-08-19 10:00:00,2025-08-19,2
,276.635,276.912,290.649,271.133,,99721.83,0.678,0.33,,0.259,-0.0,-0.0,,23.166,0.912,38837.463,27.007,0.0,0.257,0.693,2.703,0.735,254.188,7.347,,273.535,271.555,292.714,,75.595,70.307,68.982,94.103,4.47,32.196,76.615,2025-08-19 16:30:00+05:30,1.001,2025-08-19 11:00:00,2025-08-19,0
,296.817,289.892,276.014,269.321,66868.997,101672.307,-0.061,,12.195,0.002,-0.001,-0.001,-0.002,21.24,0.847,,2.536,0.001,,0.189,0.373,0.067,120.469,5.733,,272.646,506.639,,293.524,73.698,76.62,103.107,,3.948,32.423,79.741,2025-08-19 17:30:00+05:30,0.956,2025-08-19 12:00:00,2025-08-19,0
,283.457,,284.414,278.173,,98836.333,,0.146,4.527,-0.049,-0.0,0.0,-0.0,20.31,,37995.531,0.773,,-0.046,0.032,0.174,0.191,142.679,4.258,,,298.52,273.604,299.657,,70.615,70.49,90.659,,31.964,,2025-08-19 18:30:00+05:30,1.023,2025-08-19 13:00:00,2025-08-19,0
,294.479,268.514,293.674,289.567,,103445.864,-0.089,0.387,2.978,-0.133,-0.0,0.001,0.001,19.88,0.809,,1.25,-0.001,-0.136,-0.266,-0.161,0.372,168.459,3.1,,,273.952,,289.046,,,65.549,97.75,,,72.546,2025-08-19 19:30:00+05:30,1.041,2025-08-19 14:00:00,2025-08-19,0
,281.168,273.506,278.838,273.388,63492.869,97871.917,-0.133,0.183,3.048,-0.148,0.0,0.0,0.001,,0.792,36934.527,1.455,,-0.152,-0.358,,0.219,138.385,3.157,,450.423,292.682,271.887,299.094,72.124,75.635,67.706,148.597,2.22,31.769,76.813,2025-08-19 20:30:00+05:30,1.015,2025-08-19 15:00:00,2025-08-19,0
,,,279.064,282.419,,,-0.142,0.145,3.139,-0.161,0.001,-0.0,,19.704,0.59,36690.633,1.795,,,-0.449,-0.486,0.214,141.227,6.351,,293.606,285.503,266.081,299.476,77.963,74.374,,94.45,1.788,33.486,,2025-08-19 21:30:00+05:30,0.958,2025-08-19 16:00:00,2025-08-19,0
,294.244,276.24,,266.35,,104933.263,-0.355,0.047,3.769,-0.177,-0.0,,-0.0,,0.537,36850.614,3.114,0.002,-0.173,-0.462,-0.656,0.37,95.762,3.785,1.0,285.937,279.77,282.345,293.787,,76.621,69.433,94.83,1.377,,75.381,2025-08-19 22:30:00+05:30,1.049,2025-08-19 17:00:00,2025-08-19,0
,268.589,269.471,272.544,273.891,63221.56,101283.302,-0.502,-0.095,4.374,-0.18,0.0,0.0,-0.001,,0.508,,5.436,0.0,-0.177,-0.446,-0.704,0.503,,4.155,,272.781,273.344,562.144,286.5,72.808,129.562,68.05,156.071,0.999,34.76,114.59,2025-08-19 23:30:00+05:30,1.028,2025-08-19 18:00:00,2025-08-19,0
,,290.065,280.904,,,103884.867,,,3.906,-0.17,-0.002,-0.001,-0.001,19.844,0.686,39257.396,6.832,-0.002,-0.163,-0.456,-1.385,0.614,,3.922,,270.563,274.891,286.936,275.926,83.869,81.666,,94.895,0.75,34.518,72.94,2025-08-20 00:30:00+05:30,0.998,2025-08-19 19:00:00,2025-08-20,0
,276.997,278.964,287.623,,65516.771,104579.193,-0.46,-0.072,3.95,-0.159,-0.001,-0.0,0.002,18.638,0.746,36880.756,16.365,0.001,-0.151,-0.417,-0.77,,80.543,3.752,,,,286.456,271.128,,79.176,67.599,,0.911,34.118,,2025-08-20 01:30:00+05:30,,2025-08-19 20:00:00,2025-08-20,0
,267.939,,282.057,274.592,66525.344,,-0.303,0.005,3.729,-0.12,,-0.001,-0.001,18.934,0.842,73207.382,,,,,-0.608,,95.047,3.879,,293.852,359.789,270.751,,80.144,76.372,65.926,100.835,2.091,32.936,75.921,2025-08-20 02:30:00+05:30,0.997,2025-08-19 21:00:00,2025-08-20,0
,285.557,274.709,281.263,,128468.387,102687.767,,-0.13,3.817,0.058,-0.001,,0.001,19.537,,36064.492,26.416,0.001,0.055,,0.125,0.566,72.852,4.092,,,297.891,,272.826,79.075,83.31,63.042,94.961,,,73.438,2025-08-20 03:30:00+05:30,0.985,2025-08-19 22:00:00,2025-08-20,0
,289.58,269.61,280.591,274.938,66870.108,102824.652,,-0.12,4.022,0.474,-0.001,-0.0,-0.001,22.945,0.997,,23.6,0.0,0.442,,1.892,,69.504,3.842,,,293.06,280.281,285.763,78.092,,66.584,96.503,0.75,,,2025-08-20 04:30:00+05:30,,2025-08-19 23:00:00,2025-08-20,0
,386.919,271.854,288.853,,96910.572,104166.985,-1.04,-0.09,3.857,0.011,-0.0,,0.0,20.704,0.863,36619.915,,0.0,,0.269,0.307,0.497,79.221,3.707,,290.733,,,282.835,84.389,76.776,67.687,100.65,0.891,34.186,76.126,2025-08-20 05:30:00+05:30,1.004,2025-08-20 00:00:00,2025-08-20,0
,283.581,276.729,440.646,268.133,,105589.089,,-0.165,3.533,-0.116,0.001,,0.001,20.622,0.716,,9.189,0.001,-0.073,0.075,0.08,0.638,74.674,,,278.403,,,288.43,,76.804,109.05,95.419,1.086,33.346,73.039,2025-08-20 06:30:00+05:30,0.991,2025-08-20 01:00:00,2025-08-20,0
,273.022,278.024,,287.801,62763.899,98671.146,,-0.035,3.729,-0.124,-0.002,-0.002,0.0,19.802,0.824,49675.912,6.917,,-0.124,-0.245,-0.119,0.518,167.165,3.817,,,279.146,,280.726,82.693,76.816,62.589,94.762,2.032,31.915,75.853,2025-08-20 07:30:00+05:30,1.042,2025-08-20 02:00:00,2025-08-20,0
,,273.012,287.822,274.886,,98392.009,,0.257,,-0.134,0.001,0.0,0.001,19.288,0.723,38276.432,11.426,-0.002,-0.144,-0.334,-0.211,0.517,,,,384.791,280.314,395.461,497.954,157.733,78.551,66.163,104.094,2.101,32.601,72.756,2025-08-20 08:30:00+05:30,1.014,2025-08-20 03:00:00,2025-08-20,0
,290.877,271.971,,282.108,61050.519,97504.069,0.597,0.414,,-0.128,0.0,-0.0,-0.001,19.557,0.643,38275.365,37.287,-0.003,-0.134,-0.354,-0.246,0.751,243.03,,,268.539,280.186,273.557,283.171,82.91,76.803,68.321,103.259,2.904,32.329,76.578,2025-08-20 09:30:00+05:30,1.006,2025-08-20 04:00:00,2025-08-20,0
,283.088,291.759,287.383,282.053,61873.889,98447.796,1.003,0.481,6.522,,-0.002,-0.001,-0.0,,,37280.885,353.925,0.001,-0.098,,,1.122,246.037,,,285.418,292.562,287.105,283.335,140.799,117.796,65.373,,4.839,32.301,73.993,2025-08-20 10:30:00+05:30,0.99,2025-08-20 05:00:00,2025-08-20,0
,283.762,277.821,290.845,275.038,65363.246,,1.252,0.495,,-0.087,-0.0,-0.0,,,0.758,38205.489,923.823,-0.001,-0.085,-0.347,-0.376,,241.891,6.463,,281.371,,284.409,271.08,,82.769,66.095,,5.264,33.964,77.523,2025-08-20 11:30:00+05:30,1.019,2025-08-20 06:00:00,2025-08-20,0
,406.505,458.267,273.69,437.983,,99215.575,1.296,0.472,7.941,,-0.001,0.0,-0.003,20.637,0.737,37877.413,1114.539,,0.32,0.459,,1.396,243.691,8.315,,,290.43,286.192,291.889,85.589,81.128,66.334,,5.326,31.726,72.64,2025-08-20 12:30:00+05:30,1.051,2025-08-20 07:00:00,2025-08-20,0
,287.582,,273.248,295.613,60978.093,186428.149,1.436,0.606,,0.294,0.001,0.001,-0.002,39.212,0.847,39650.356,1542.348,0.001,0.3,,1.31,1.586,253.277,,,283.693,279.263,,286.877,84.164,80.161,66.797,98.12,,32.253,73.839,2025-08-20 13:30:00+05:30,1.031,2025-08-20 08:00:00,2025-08-20,0
,,277.013,,,62985.286,101121.359,1.292,0.73,8.654,0.598,0.002,0.0,0.0,22.888,0.832,,,-0.001,0.609,3.041,2.657,1.513,244.398,,,283.345,296.104,267.063,295.015,82.265,76.632,67.266,,,32.678,72.993,2025-08-20 14:30:00+05:30,,2025-08-20 09:00:00,2025-08-20,0
,292.592,,291.701,270.933,64811.129,101660.283,1.263,0.581,8.356,0.59,-0.0,0.001,0.002,23.561,0.787,38931.636,1178.116,,0.583,1.815,2.965,1.415,243.918,8.665,,,279.211,267.398,281.618,,79.593,63.321,99.132,1.211,34.877,,2025-08-20 15:30:00+05:30,2.04,2025-08-20 10:00:00,2025-08-20,0
,272.217,270.745,,278.404,,101625.009,1.054,0.529,7.135,,-0.002,-0.001,-0.0,,0.912,38212.033,1152.373,0.001,0.155,0.853,,1.183,239.021,7.366,,280.346,276.638,284.556,,78.579,76.519,65.036,102.498,1.376,,77.084,2025-08-20 16:30:00+05:30,1.037,2025-08-20 11:00:00,2025-08-20,0
,271.139,,294.733,283.627,63493.274,,0.681,0.187,,-0.035,-0.0,0.001,-0.0,19.306,0.923,38390.865,95.897,-0.0,-0.037,0.212,0.759,0.698,,5.859,,272.212,279.869,271.782,,82.513,83.288,,102.365,1.354,33.106,77.67,2025-08-20 17:30:00+05:30,0.987,2025-08-20 12:00:00,2025-08-20,0
,297.03,273.509,279.819,281.084,65721.292,98037.672,0.561,0.22,5.209,-0.134,-0.0,0.0,,,1.372,37604.602,15.058,0.001,-0.2,-0.226,0.233,0.595,243.305,5.344,,273.154,277.738,273.678,,79.454,78.715,65.514,98.437,3.626,33.146,77.905,2025-08-20 18:30:00+05:30,,2025-08-20 13:00:00,2025-08-20,0
,272.819,295.348,276.685,382.091,61873.395,105869.127,-0.033,0.06,4.751,-0.166,0.001,-0.001,0.0,18.693,0.632,36717.826,19.6,-0.001,-0.166,-0.414,-0.085,0.067,153.321,3.552,,273.556,288.296,284.326,296.472,85.228,80.489,,104.63,0.307,,78.936,2025-08-20 19:30:00+05:30,0.99,2025-08-20 14:00:00,2025-08-20,0
,277.509,279.725,287.753,,64448.654,103877.005,-0.533,-0.293,4.586,,0.002,0.002,-0.0,17.945,0.295,36096.114,6.181,0.001,-0.191,-0.504,-0.472,,64.867,5.586,,283.026,270.706,276.14,284.078,80.194,,63.415,102.725,0.152,,159.721,2025-08-20 20:30:00+05:30,1.042,2025-08-20 15:00:00,2025-08-20,0
,278.447,,287.41,269.382,65329.153,99609.641,,-0.195,4.07,-0.203,-0.001,,0.0,17.649,0.149,37964.873,3.484,0.002,,-0.551,-0.781,0.719,72.003,,,293.014,,293.005,290.363,78.42,78.711,87.138,99.459,0.051,33.532,73.108,2025-08-20 21:30:00+05:30,0.985,2025-08-20 16:00:00,2025-08-20,0
,273.773,275.86,276.038,286.01,63488.065,104264.348,-0.625,-0.147,4.19,-0.2,0.0,,,23.927,0.088,64163.574,4.948,0.0,-0.197,-0.553,,,73.98,4.4,,278.911,290.316,282.715,297.342,81.359,162.13,64.855,100.58,0.041,32.128,78.413,2025-08-20 22:30:00+05:30,0.952,2025-08-20 17:00:00,2025-08-20,0
,288.547,,577.111,291.064,61843.267,100867.908,,-0.166,,-0.18,-0.001,,-0.002,17.125,0.307,37000.456,7.706,-0.001,-0.185,,-0.875,,76.203,,,,285.543,,,80.809,77.551,,101.675,0.062,33.39,78.772,2025-08-20 23:30:00+05:30,1.021,2025-08-20 18:00:00,2025-08-20,0
,,281.922,,290.366,61345.99,99835.852,-0.494,-0.169,,-0.188,0.001,,0.001,17.573,0.813,36472.449,19.917,-0.0,-0.181,-0.495,,,72.34,3.657,,274.024,281.185,268.308,537.791,76.247,67.315,64.993,98.577,0.164,,79.167,2025-08-21 00:30:00+05:30,0.963,2025-08-20 19:00:00,2025-08-21,0
,271.121,,275.204,,66461.597,102349.055,-0.514,-0.124,3.007,-0.176,,-0.001,,18.462,0.956,39178.018,,-0.002,-0.171,-0.501,,0.547,,,,278.009,,265.572,288.289,81.352,107.675,62.214,,0.207,34.655,,2025-08-21 01:30:00+05:30,,2025-08-20 20:00:00,2025-08-21,0
,,269.442,272.519,287.396,,99755.787,,-0.035,3.676,-0.133,0.001,-0.001,-0.0,,1.04,36404.817,,,-0.145,-0.396,-0.632,0.542,83.09,7.18,,291.371,289.709,285.603,557.995,82.135,62.876,,97.168,0.443,34.124,73.389,2025-08-21 02:30:00+05:30,1.042,2025-08-20 21:00:00,2025-08-21,0
,282.146,272.151,279.971,278.595,62946.613,,-0.38,-0.392,3.443,,0.001,0.0,0.001,18.102,0.989,65658.422,86.474,-0.0,,-0.263,-0.488,0.557,44.701,3.55,,,,280.925,,,65.519,,99.477,0.841,32.821,73.674,2025-08-21 03:30:00+05:30,1.01,2025-08-20 22:00:00,2025-08-21,0
,286.266,280.431,,276.97,63574.066,136093.681,-0.508,,3.661,-0.169,0.0,-0.0,-0.001,,0.961,37691.215,64.377,0.001,-0.165,-0.401,,0.68,47.778,3.558,,294.513,,,298.687,79.447,63.377,62.333,100.566,0.695,34.163,72.452,2025-08-21 04:30:00+05:30,1.026,2025-08-20 23:00:00,2025-08-21,0
,274.921,277.85,277.543,267.605,66656.713,101628.211,-0.625,,4.731,-0.191,0.002,,0.002,18.436,0.885,36285.146,,-0.003,-0.189,-0.461,-0.791,0.774,50.747,4.728,,297.134,298.841,286.288,,78.577,65.704,63.504,103.741,,,75.365,2025-08-21 05:30:00+05:30,0.985,2025-08-21 00:00:00,2025-08-21,0
,285.363,290.111,280.043,285.711,63787.583,106253.353,,,5.501,-0.223,-0.0,0.001,-0.0,,0.636,36597.988,15.138,0.001,,-0.842,-0.928,,62.344,5.548,,290.506,287.26,266.821,298.728,80.08,,59.63,96.367,0.876,32.412,167.027,2025-08-21 06:30:00+05:30,0.978,2025-08-21 01:00:00,2025-08-21,0
,287.466,557.775,282.506,287.248,64183.038,213256.284,-0.766,-0.982,6.066,-0.208,-0.001,,,16.468,0.483,,2.812,-0.001,-0.216,-0.577,-0.909,,,5.89,,288.996,279.706,,280.861,79.134,,63.753,98.646,2.249,32.892,78.205,2025-08-21 07:30:00+05:30,,2025-08-21 02:00:00,2025-08-21,0
,295.689,280.087,288.758,278.531,,104855.112,-0.548,-0.536,,-0.218,,,0.0,28.995,,39309.79,2.745,,-0.232,-0.594,-1.037,,,6.131,,,278.607,282.899,285.851,82.866,62.79,60.551,94.584,,34.801,75.884,2025-08-21 08:30:00+05:30,1.029,2025-08-21 03:00:00,2025-08-21,0
,272.065,280.692,281.534,289.458,65309.527,97205.981,-0.036,-0.089,5.695,-0.233,,,-0.001,,0.066,64589.744,27.46,,-0.236,-0.638,-1.123,,,5.898,,429.754,302.382,280.113,303.295,,,64.922,,2.942,33.677,108.575,2025-08-21 09:30:00+05:30,1.026,2025-08-21 04:00:00,2025-08-21,0
,294.938,290.507,286.671,612.357,,97103.577,0.687,0.421,5.183,-0.226,0.001,-0.001,-0.003,,0.057,56112.147,,,-0.231,-0.616,-1.062,0.783,230.554,5.533,,297.081,284.583,280.0,300.771,75.861,67.31,59.929,95.82,6.353,34.525,,2025-08-21 10:30:00+05:30,0.985,2025-08-21 05:00:00,2025-08-21,0
,279.076,278.657,296.254,,63478.607,96860.316,1.063,0.398,7.433,-0.166,0.0,0.0,-0.001,16.813,0.671,39776.443,104.777,0.001,-0.166,-0.479,-0.814,1.174,,7.308,,,,,285.537,76.697,63.315,132.567,,7.19,31.651,79.123,2025-08-21 11:30:00+05:30,1.374,2025-08-21 06:00:00,2025-08-21,0
,,275.288,290.177,284.511,64084.565,,,0.384,7.329,,,0.0,-0.001,18.956,0.397,37588.074,,-0.001,-0.09,-0.382,-0.482,1.306,247.469,7.752,,278.368,,288.474,392.587,,,62.136,97.4,6.271,34.686,77.355,2025-08-21 12:30:00+05:30,1.031,2025-08-21 07:00:00,2025-08-21,0
,297.928,,299.492,276.636,,100265.133,1.43,0.397,8.333,-0.106,0.001,,0.0,18.865,,36302.424,179.161,0.001,-0.103,,-0.494,1.406,243.748,7.937,,283.962,,273.927,285.037,78.361,65.593,,205.242,6.929,,74.607,2025-08-21 13:30:00+05:30,1.026,2025-08-21 08:00:00,2025-08-21,0
,284.623,278.917,279.318,283.766,63027.219,105619.916,1.428,0.42,8.758,-0.061,0.001,0.0,0.0,19.404,0.32,37425.29,203.36,-0.001,-0.064,-0.151,-0.277,1.502,501.118,8.784,,282.752,283.976,508.841,,81.294,66.731,59.834,98.951,6.861,34.413,74.57,2025-08-21 14:30:00+05:30,0.961,2025-08-21 09:00:00,2025-08-21,0
,301.966,,288.386,,65773.373,,1.086,0.409,8.883,-0.141,-0.001,-0.002,0.002,17.798,0.073,38749.53,109.719,0.001,-0.142,-0.332,-0.573,,,8.775,,,286.912,285.444,276.394,82.802,63.974,62.756,101.554,6.532,34.092,79.077,2025-08-21 15:30:00+05:30,1.638,2025-08-21 10:00:00,2025-08-21,0
,,279.519,283.821,278.666,,,1.124,0.201,8.034,-0.194,-0.0,0.001,0.0,17.563,0.029,36880.935,196.816,-0.001,-0.185,-0.471,,1.991,479.306,,,393.569,302.938,284.197,281.181,79.663,63.844,88.293,95.663,6.392,,147.154,2025-08-21 16:30:00+05:30,0.967,2025-08-21 11:00:00,2025-08-21,0
,276.829,276.066,289.589,285.029,65062.728,96783.364,1.152,0.089,7.251,-0.205,-0.001,0.001,-0.001,17.197,0.457,,187.662,0.0,-0.414,,-0.831,1.123,253.926,6.722,,285.241,280.316,284.418,302.021,78.119,68.457,60.074,,6.173,,,2025-08-21 17:30:00+05:30,1.0,2025-08-21 12:00:00,2025-08-21,0
,289.512,294.481,282.718,475.435,94344.39,99445.069,0.864,0.353,,-0.213,0.001,-0.001,-0.001,,0.123,38770.998,,0.002,-0.217,-0.583,,0.923,244.879,6.281,,273.218,282.819,403.988,292.465,81.287,68.321,62.197,98.903,12.198,32.491,,2025-08-21 18:30:00+05:30,2.067,2025-08-21 13:00:00,2025-08-21,0
,297.772,295.218,272.917,296.345,66808.31,96837.096,,0.411,,-0.212,-0.0,0.001,0.0,,0.371,37851.074,96.244,0.002,-0.222,-0.577,-0.931,,,,,,289.847,,298.898,,,63.219,98.327,3.431,33.842,,2025-08-21 19:30:00+05:30,0.957,2025-08-21 14:00:00,2025-08-21,0
,292.232,,289.288,278.617,62499.895,101708.949,-0.102,0.116,4.323,-0.222,-0.001,-0.001,0.002,,,38249.736,84.28,0.002,-0.219,-0.591,,0.155,143.996,,,280.06,297.227,,280.602,80.764,68.009,,,2.0,32.318,72.676,2025-08-21 20:30:00+05:30,,2025-08-21 15:00:00,2025-08-21,0
,289.245,286.167,,291.358,61070.517,105229.305,-0.316,-0.068,3.3,-0.393,,0.0,0.001,17.414,0.375,79258.43,95.992,,,-0.596,-1.035,0.333,79.451,,,296.544,,,289.727,76.872,68.295,,100.237,1.678,,77.15,2025-08-21 21:30:00+05:30,,2025-08-21 16:00:00,2025-08-21,0
,275.167,269.556,294.958,287.872,,102434.17,-0.324,,2.827,-0.211,0.001,0.001,0.0,17.946,0.581,37779.635,112.613,-0.001,-0.202,-0.577,,,71.661,2.995,,272.442,297.013,288.585,290.182,78.157,62.619,63.177,,0.71,33.958,74.475,2025-08-21 22:30:00+05:30,1.04,2025-08-21 17:00:00,2025-08-21,0
,278.106,294.086,274.804,277.295,65100.641,106469.229,-0.267,-0.105,2.558,-0.284,,0.001,-0.002,17.482,0.813,36296.646,123.238,-0.001,-0.183,-0.506,-0.888,0.56,71.215,2.57,,,290.128,283.612,298.386,80.441,125.264,64.094,95.028,0.446,34.936,76.042,2025-08-21 23:30:00+05:30,0.993,2025-08-21 18:00:00,2025-08-21,0
,283.029,281.532,279.438,287.446,62633.379,103270.507,-0.335,-0.14,2.857,-0.196,0.0,0.001,-0.0,17.813,0.926,37572.544,110.184,0.0,-0.361,-0.552,,0.356,70.367,2.719,,,288.512,283.496,300.565,76.256,67.392,,102.62,0.44,32.691,,2025-08-22 00:30:00+05:30,0.953,2025-08-21 19:00:00,2025-08-22,0
